clusters,db_record_1,db_record_2,db_record_3,db_record_4,db_record_5,score_record_1,score_record_2,score_record_3,score_record_4,score_record_5
59,monocyte fetal kidney human,paneth cell intestinal crypt mouse,multilymphoid progenitor cell umbilical cord blood human,plasmacytoid dendritic cell spleen mouse,enteroendocrine precursor cell intestinal crypt mouse,8.89064527036333,8.84760725393268,8.77719141663354,8.5513971373923,8.46864963899954
60,multilymphoid progenitor cell umbilical cord blood human,monocyte fetal kidney human,paneth cell intestinal crypt mouse,slc16a7+ cell lung human,enteroendocrine precursor cell intestinal crypt mouse,8.79992515466003,8.62128341054562,8.60577777018253,8.46869295431477,8.41937473635669
61,microglial cell embryonic prefrontal cortex human,microglial cell brain mouse,monocyte fetal kidney human,microglial cell brain human,paneth cell large intestine human,9.58961393403739,9.57838773621831,9.51011096512962,9.33935828345305,8.90060509849306
62,microglial cell brain mouse,monocyte fetal kidney human,microglial cell embryonic prefrontal cortex human,paneth cell large intestine human,microglial cell brain human,10.0647609461687,10.0229039140026,9.71169452224236,9.3541941543086,9.32311818567547
63,paneth cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,enteroendocrine precursor cell intestinal crypt mouse,schwalie et al.nature.g2 adipose tissue mouse,plasmacytoid dendritic cell spleen mouse,9.05345800395129,8.81423915615746,8.79116337227049,8.62211812049392,8.57932179270322
64,monocyte fetal kidney human,enteroendocrine precursor cell intestinal crypt mouse,paneth cell intestinal crypt mouse,mesangial cell kidney mouse,regulatory t (treg) cell liver human,7.24602699101785,7.19969378181114,6.98074649554917,6.97999636945193,6.91443329520496
65,monocyte fetal kidney human,paneth cell intestinal crypt mouse,mitotic fetal germ cell fetal gonad human,enteroendocrine precursor cell intestinal crypt mouse,microglial cell brain human,9.08403150585152,8.85080457965586,8.73541182754319,8.62300174050151,8.54301980083384
66,cycling basal cell trachea mouse,neuron brain mouse,slc16a7+ cell lung human,paneth cell intestinal crypt mouse,neural progenitor cell embryonic prefrontal cortex human,8.83985908441795,8.56919445810531,8.26119963392719,8.23825182487924,8.19912217814563
67,paneth cell intestinal crypt mouse,mitotic fetal germ cell fetal gonad human,enteroendocrine precursor cell intestinal crypt mouse,regulatory t (treg) cell liver human,monocyte fetal kidney human,9.14585600766772,9.07036036065769,9.01664493177398,9.00439114709421,8.962295634751
68,monocyte fetal kidney human,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,multilymphoid progenitor cell umbilical cord blood human,schwalie et al.nature.g2 adipose tissue mouse,8.86360926599142,8.77370096601114,8.51468043025009,8.37966265355114,8.27896777647114
69,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,paneth cell large intestine human,cd1c-cd141- dendritic cell blood human,9.84816497692955,9.38715343467786,9.27538410067781,8.90940758305371,8.6944523365727
70,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,paneth cell large intestine human,cd1c-cd141- dendritic cell blood human,9.41626621767492,8.96302916501791,8.86097174242248,8.47952796453265,8.32256565398472
71,multilymphoid progenitor cell umbilical cord blood human,paneth cell intestinal crypt mouse,microglial cell brain mouse,neuron brain mouse,enteroendocrine precursor cell intestinal crypt mouse,8.68179184521178,8.58477656283714,8.58461253749682,8.41562389357171,8.33282022295942
72,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,plasmacytoid dendritic cell spleen mouse,microglial cell brain mouse,8.75801885542958,8.4570649851487,8.42319909138371,8.41153016555979,8.38663798673284
73,cycling basal cell trachea mouse,paneth cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,plasmacytoid dendritic cell spleen mouse,multilymphoid progenitor cell umbilical cord blood human,9.16462321711055,8.55116951964443,8.37809705306829,8.3752811661182,8.37290095018633
74,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,microglial cell brain human,paneth cell large intestine human,9.57678601689127,9.28510848287779,8.98252455031901,8.63773382741431,8.58567055301326
75,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,paneth cell large intestine human,cd1c-cd141- dendritic cell blood human,9.87650519611859,9.25608187947486,9.06718746836063,8.78433549035166,8.78157224103336
76,microglial cell brain mouse,monocyte fetal kidney human,multilymphoid progenitor cell umbilical cord blood human,monocyte spleen mouse,microglial cell embryonic prefrontal cortex human,9.57481199918908,9.55355405940559,9.25042589554959,8.96384250426624,8.91878872915148
77,monocyte fetal kidney human,neutrophil kidney mouse,microglial cell brain mouse,cd1c-cd141- dendritic cell blood human,microglial cell embryonic prefrontal cortex human,10.1498970752065,9.26720155920017,9.17377308024442,8.95921743418196,8.9168658498729
78,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,paneth cell large intestine human,microglial cell brain human,9.92394919613781,9.54553043331912,9.50262773318519,8.97162505556357,8.86278871697838
79,slc16a7+ cell lung human,neuron brain mouse,paneth cell intestinal crypt mouse,microglial cell brain mouse,multilymphoid progenitor cell umbilical cord blood human,9.48741742276278,9.07374830124433,9.00127465994764,8.92860123054748,8.91253834325844
80,cycling basal cell trachea mouse,neuron brain mouse,neural progenitor cell embryonic prefrontal cortex human,paneth cell intestinal crypt mouse,slc16a7+ cell lung human,10.2097345950244,9.29316295083111,9.05507428790815,8.97643384050572,8.97426777149706
81,vascular endothelial cell kidney mouse,mesangial cell kidney mouse,gonadal endothelial cell fetal gonad human,microglial cell brain mouse,schwalie et al.nature.g2 adipose tissue mouse,8.16126083852438,7.87269121256292,7.85140574538989,7.70442982985361,7.60413588464958
82,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,multilymphoid progenitor cell umbilical cord blood human,plasmacytoid dendritic cell spleen mouse,microglial cell brain mouse,8.76000575416944,8.47738019633584,8.46788386407097,8.45812835119473,8.39113702388246
83,schwalie et al.nature.g2 adipose tissue mouse,medullary cell kidney mouse,fibroblast skin mouse,dclk1+ progenitor cell large intestine human,leydig precursor cell fetal gonad human,7.88258336517159,7.7158320929973,7.53067650102156,7.39483354395496,7.39269000883089
84,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,regulatory t (treg) cell liver human,gonadal endothelial cell fetal gonad human,schwalie et al.nature.g2 adipose tissue mouse,9.00707221513189,8.7669580421836,8.59650867068632,8.5780672515389,8.56974179232186
85,cycling basal cell trachea mouse,monocyte fetal kidney human,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,9.29944387646042,8.79620515430695,8.76648107045415,8.52689161347026,8.47097081762857
86,paneth cell intestinal crypt mouse,multilymphoid progenitor cell umbilical cord blood human,enteroendocrine precursor cell intestinal crypt mouse,neuron brain mouse,plasmacytoid dendritic cell spleen mouse,9.13516953812084,8.7927746634921,8.75954905581717,8.69587277768848,8.69062426330379
87,monocyte fetal kidney human,paneth cell intestinal crypt mouse,cycling basal cell trachea mouse,plasmacytoid dendritic cell spleen mouse,regulatory t (treg) cell liver human,8.40001040045675,8.14151971186013,8.13047543547902,8.04498164381171,7.85245225982529
88,monocyte fetal kidney human,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,regulatory t (treg) cell liver human,schwalie et al.nature.g3 adipose tissue mouse,9.24976416907996,8.82592255588277,8.49554680817727,8.42194587034006,8.41566692779262
89,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,leydig precursor cell fetal gonad human,microglial cell brain mouse,9.34499775685813,8.95695903845173,8.92769306723066,8.90964440946385,8.85257993646739
90,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,leydig precursor cell fetal gonad human,mitotic fetal germ cell fetal gonad human,gonadal endothelial cell fetal gonad human,9.49361181829135,9.15480077915301,9.06220415670701,9.02062302632184,9.00972597785482
91,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,mitotic fetal germ cell fetal gonad human,regulatory t (treg) cell liver human,monocyte fetal kidney human,9.07502728674083,8.85407272584152,8.72568387997206,8.70698966172783,8.67505792816663
92,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,paneth cell large intestine human,microglial cell brain human,9.76918710215799,9.45316213123376,9.20279114232068,8.8015286384225,8.73767485268361
93,paneth cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,enteroendocrine precursor cell intestinal crypt mouse,medullary cell kidney mouse,leydig precursor cell fetal gonad human,8.94262101762675,8.71031529237976,8.70766064657092,8.59492967991265,8.58891081974764
94,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,plasmacytoid dendritic cell spleen mouse,monocyte fetal kidney human,8.872835351451,8.6352283988374,8.60833802391372,8.49827122500041,8.46922469549824
95,multilymphoid progenitor cell umbilical cord blood human,paneth cell intestinal crypt mouse,monocyte fetal kidney human,plasmacytoid dendritic cell spleen mouse,enteroendocrine precursor cell intestinal crypt mouse,8.34712627112626,8.29769880247765,8.06372482359341,8.0382551379783,7.99794054556081
96,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,microglial cell brain human,paneth cell large intestine human,9.72798178112015,9.43809646067069,9.36206366737683,8.89255625861427,8.87114132654117
97,cycling basal cell trachea mouse,microglial cell brain mouse,multilymphoid progenitor cell umbilical cord blood human,monocyte fetal kidney human,monocyte spleen mouse,9.69983127215926,9.23910676875365,9.14589731943428,9.11090516383214,8.9147149461503
98,cycling basal cell trachea mouse,neuron brain mouse,paneth cell intestinal crypt mouse,gonadal endothelial cell fetal gonad human,enteroendocrine precursor cell intestinal crypt mouse,8.83601433086725,8.74574732406105,8.73470175376261,8.57194421974387,8.41908426040776
99,cycling basal cell trachea mouse,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,mitotic fetal germ cell fetal gonad human,regulatory t (treg) cell liver human,9.27254842793415,9.08592087476005,8.92471258726805,8.88597071851954,8.76563604793079
100,paneth cell intestinal crypt mouse,mitotic fetal germ cell fetal gonad human,enteroendocrine precursor cell intestinal crypt mouse,monocyte fetal kidney human,regulatory t (treg) cell liver human,9.15106138510202,9.12646150940663,9.03545401987454,8.96844553020255,8.87815634461225
101,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,multilymphoid progenitor cell umbilical cord blood human,microglial cell brain mouse,gonadal endothelial cell fetal gonad human,8.86027804693181,8.52252039742199,8.51459952231885,8.48365265788884,8.44441673829994
102,paneth cell intestinal crypt mouse,enteroendocrine precursor cell intestinal crypt mouse,monocyte fetal kidney human,regulatory t (treg) cell liver human,schwalie et al.nature.g2 adipose tissue mouse,9.28424860707235,9.11907327402727,9.06782929647966,9.0087096184985,8.99316258903845
103,cycling basal cell trachea mouse,paneth cell intestinal crypt mouse,mitotic fetal germ cell fetal gonad human,neural progenitor cell embryonic prefrontal cortex human,enteroendocrine precursor cell intestinal crypt mouse,10.5495568820727,9.34142602006107,9.32220238789604,9.28341813863367,9.28311880220777
104,cycling basal cell trachea mouse,neuron brain mouse,neural progenitor cell embryonic prefrontal cortex human,paneth cell intestinal crypt mouse,slc16a7+ cell lung human,9.74060504324252,8.87814627748698,8.76486008543027,8.67594464750832,8.57796078996363
105,microglial cell brain mouse,microglial cell embryonic prefrontal cortex human,monocyte fetal kidney human,cycling basal cell trachea mouse,cd1c-cd141- dendritic cell blood human,9.73843173134017,8.98835652169815,8.86605801370055,8.69931382302506,8.67935980056037
106,cycling basal cell trachea mouse,monocyte fetal kidney human,paneth cell intestinal crypt mouse,multilymphoid progenitor cell umbilical cord blood human,enteroendocrine precursor cell intestinal crypt mouse,8.83324776600094,8.58379187098223,8.30564645600139,8.22642483693656,8.10281552426794
